source_group,source_file,source_row_no,center_attack_bias_label,center_head_rate,condition_race_count,course,course2_bias_label,course2_head_rate,course3_head_rate,course4_head_rate,decided_course,escape_1_rate,finish_order,first_count,first_lift,first_rate,hit_rate_in_condition,in3_count,in3_lift,in3_rate,in_escape_bias_label,kimarite_group,outer_3rd_bias_label,outside_3rd_rate,prior_race_count,race_count,race_date,race_no,race_time_band,recent3_1_head_rate,recent3_center_head_rate,recent3_outer_3rd_rate,recent3_roughness_rate,reliability_rank,roughness_bias_label,same_day_trend_label,sample_warning,second_count,second_lift,second_rate,starts,third_count,third_lift,third_rate,tide_condition_label,tide_phase,tide_strength,today_1_escape_rate,today_1_head_lift,today_1_head_rate,today_center_attack_win_rate,today_center_head_lift,today_center_head_rate,today_course2_sashi_win_rate,today_course2_top2_lift,today_course2_top2_rate,today_course2_win_rate,today_inside_lost_rate,today_main_kimarite,today_main_kimarite_rate,today_outer_3rd_lift,today_outer_3rd_rate,today_outer_head_rate,today_outer_in3_rate,today_roughness_lift,today_roughness_rate,water_condition_label,wave_band,wave_height,weather,wind_direction,wind_direction_group,wind_speed,wind_speed_band
surface_development,heiwajima_tide_condition_db_v1.2.csv,11,,0.1681,,3,,0.0,0.1681,0.0,,0.0,,59,0.0185,0.1681,,179,-0.0154,0.51,,,,0.0,,,,,middle,,,,,A,,,,65,-0.0062,0.1852,351,55,-0.0277,0.1567,rising_strong,rising_tide_middle,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,12,,0.0,,6,,0.0,0.0,0.0,,0.0,,18,0.0075,0.0513,,127,0.0476,0.3618,,,,0.1909,,,,,middle,,,,,A,,,,42,0.022,0.1197,351,67,0.0183,0.1909,rising_strong,rising_tide_middle,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,13,,0.0,,6,,0.0,0.0,0.0,,0.0,,18,0.0085,0.0523,,124,0.0463,0.3605,,,,0.2035,,,,,middle,,,,,A,,,,36,0.007,0.1047,344,70,0.0309,0.2035,rising_strong,rising_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,14,,0.0,,2,,0.1529,0.0,0.0,,0.0,,52,-0.0168,0.1529,,197,-0.0151,0.5794,,,,0.0,,,,,middle,,,,,A,,,,84,0.0198,0.2471,340,61,-0.0182,0.1794,rising_strong,rising_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,15,,0.1353,,3,,0.0,0.1353,0.0,,0.0,,46,-0.0143,0.1353,,158,-0.0607,0.4647,,,,0.0,,,,,middle,,,,,A,,,,62,-0.009,0.1824,340,50,-0.0373,0.1471,rising_strong,rising_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,16,,0.1588,,4,,0.0,0.0,0.1588,,0.0,,54,0.0319,0.1588,,165,-0.0014,0.4853,,,,0.0,,,,,middle,,,,,A,,,,54,-0.0207,0.1588,340,57,-0.0127,0.1676,rising_strong,rising_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,17,,0.0,,1,,0.0,0.0,0.0,,0.4095,,138,-0.043,0.4095,,251,-0.0166,0.7448,,,,0.0,,,,,middle,,,,,A,,,,67,0.0057,0.1988,337,46,0.0207,0.1365,rising_strong,rising_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,18,,0.0,,5,,0.0,0.0,0.0,,0.0,,37,0.0346,0.1104,,140,0.0478,0.4179,,,,0.1821,,,,,middle,,,,,A,,,,42,-0.003,0.1254,335,61,0.0162,0.1821,rising_strong,rising_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,19,,0.0,,2,,0.2147,0.0,0.0,,0.0,,70,0.045,0.2147,,198,0.0129,0.6074,,,,0.0,,,,,early,,,,,A,,,,64,-0.031,0.1963,326,64,-0.0013,0.1963,falling_strong,falling_tide_late,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,20,,0.0,,1,,0.0,0.0,0.0,,0.4062,,132,-0.0463,0.4062,,247,-0.0014,0.76,,,,0.0,,,,,early,,,,,A,,,,74,0.0346,0.2277,325,41,0.0104,0.1262,falling_strong,falling_tide_late,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,21,,0.0,,6,,0.0,0.0,0.0,,0.0,,16,0.0056,0.0494,,97,-0.0148,0.2994,,,,0.1759,,,,,early,,,,,A,,,,24,-0.0236,0.0741,324,57,0.0033,0.1759,falling_strong,falling_tide_late,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,22,,0.0,,5,,0.0,0.0,0.0,,0.0,,18,-0.0201,0.0557,,103,-0.0512,0.3189,,,,0.1486,,,,,early,,,,,A,,,,37,-0.0138,0.1146,323,48,-0.0173,0.1486,falling_strong,falling_tide_late,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,23,,0.175,,3,,0.0,0.175,0.0,,0.0,,56,0.0254,0.175,,176,0.0246,0.55,,,,0.0,,,,,early,,,,,A,,,,69,0.0242,0.2156,320,51,-0.025,0.1594,falling_strong,falling_tide_late,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,24,,0.1132,,4,,0.0,0.0,0.1132,,0.0,,36,-0.0137,0.1132,,161,0.0196,0.5063,,,,0.0,,,,,early,,,,,A,,,,60,0.0092,0.1887,318,65,0.0241,0.2044,falling_strong,falling_tide_late,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,25,,0.1172,,3,,0.0,0.1172,0.0,,0.0,,32,-0.0324,0.1172,,150,0.0241,0.5495,,,,0.0,,,,,late,,,,,A,,,,59,0.0247,0.2161,273,59,0.0317,0.2161,rising_strong,rising_tide_late,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,26,,0.0,,1,,0.0,0.0,0.0,,0.5793,,157,0.1268,0.5793,,222,0.0578,0.8192,,,,0.0,,,,,late,,,,,A,,,,46,-0.0234,0.1697,271,19,-0.0457,0.0701,rising_strong,rising_tide_late,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,27,,0.0,,5,,0.0,0.0,0.0,,0.0,,20,-0.002,0.0738,,109,0.0321,0.4022,,,,0.1882,,,,,late,,,,,A,,,,38,0.0118,0.1402,271,51,0.0223,0.1882,rising_strong,rising_tide_late,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,28,,0.0,,6,,0.0,0.0,0.0,,0.0,,16,0.0157,0.0595,,81,-0.0131,0.3011,,,,0.1487,,,,,late,,,,,A,,,,25,-0.0048,0.0929,269,40,-0.0239,0.1487,rising_strong,rising_tide_late,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,29,,0.0,,2,,0.1194,0.0,0.0,,0.0,,32,-0.0503,0.1194,,150,-0.0348,0.5597,,,,0.0,,,,,late,,,,,A,,,,63,0.0078,0.2351,268,55,0.0076,0.2052,rising_strong,rising_tide_late,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,30,,0.0712,,4,,0.0,0.0,0.0712,,0.0,,19,-0.0557,0.0712,,115,-0.056,0.4307,,,,0.0,,,,,late,,,,,A,,,,45,-0.011,0.1685,267,51,0.0107,0.191,rising_strong,rising_tide_late,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,31,,0.0,,2,,0.2205,0.0,0.0,,0.0,,56,0.0508,0.2205,,149,-0.0079,0.5866,,,,0.0,,,,,early,,,,,A,,,,52,-0.0226,0.2047,254,41,-0.0362,0.1614,rising_strong,rising_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,32,,0.0,,5,,0.0,0.0,0.0,,0.0,,17,-0.0089,0.0669,,95,0.0039,0.374,,,,0.189,,,,,early,,,,,A,,,,30,-0.0103,0.1181,254,48,0.0231,0.189,rising_strong,rising_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,33,,0.0,,1,,0.0,0.0,0.0,,0.3785,,95,-0.074,0.3785,,177,-0.0562,0.7052,,,,0.0,,,,,early,,,,,A,,,,44,-0.0178,0.1753,251,38,0.0356,0.1514,rising_strong,rising_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,34,,0.1873,,3,,0.0,0.1873,0.0,,0.0,,47,0.0377,0.1873,,144,0.0483,0.5737,,,,0.0,,,,,early,,,,,A,,,,49,0.0038,0.1952,251,48,0.0068,0.1912,rising_strong,rising_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,35,,0.1165,,4,,0.0,0.0,0.1165,,0.0,,29,-0.0104,0.1165,,116,-0.0208,0.4659,,,,0.0,,,,,early,,,,,A,,,,51,0.0253,0.2048,249,36,-0.0357,0.1446,rising_strong,rising_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,36,,0.0,,6,,0.0,0.0,0.0,,0.0,,11,0.0006,0.0444,,84,0.0245,0.3387,,,,0.1774,,,,,early,,,,,A,,,,29,0.0192,0.1169,248,44,0.0048,0.1774,rising_strong,rising_tide_early,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,37,,0.0,,1,,0.0,0.0,0.0,,0.3539,,86,-0.0986,0.3539,,151,-0.14,0.6214,,,,0.0,,,,,early,,,,,A,,,,41,-0.0244,0.1687,243,24,-0.017,0.0988,falling_normal,falling_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,38,,0.0,,6,,0.0,0.0,0.0,,0.0,,21,0.0426,0.0864,,80,0.015,0.3292,,,,0.1399,,,,,early,,,,,A,,,,25,0.0052,0.1029,243,34,-0.0327,0.1399,falling_normal,falling_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,39,,0.1777,,3,,0.0,0.1777,0.0,,0.0,,43,0.0281,0.1777,,148,0.0862,0.6116,,,,0.0,,,,,early,,,,,A,,,,50,0.0152,0.2066,242,55,0.0429,0.2273,falling_normal,falling_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,40,,0.0,,5,,0.0,0.0,0.0,,0.0,,16,-0.0094,0.0664,,87,-0.0091,0.361,,,,0.1577,,,,,early,,,,,A,,,,33,0.0085,0.1369,241,38,-0.0082,0.1577,falling_normal,falling_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,41,,0.0,,2,,0.2083,0.0,0.0,,0.0,,50,0.0386,0.2083,,153,0.043,0.6375,,,,0.0,,,,,early,,,,,A,,,,53,-0.0065,0.2208,240,50,0.0107,0.2083,falling_normal,falling_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,42,,0.1213,,4,,0.0,0.0,0.1213,,0.0,,29,-0.0056,0.1213,,116,-0.0013,0.4854,,,,0.0,,,,,early,,,,,A,,,,43,0.0004,0.1799,239,44,0.0038,0.1841,falling_normal,falling_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,43,,0.1749,,4,,0.0,0.0,0.1749,,0.0,,39,0.048,0.1749,,120,0.0514,0.5381,,,,0.0,,,,,early,,,,,A,,,,37,-0.0136,0.1659,223,44,0.017,0.1973,low_tide_near,low_tide_near,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,44,,0.0,,5,,0.0,0.0,0.0,,0.0,,16,-0.0041,0.0717,,97,0.0649,0.435,,,,0.2018,,,,,early,,,,,A,,,,36,0.033,0.1614,223,45,0.0359,0.2018,low_tide_near,low_tide_near,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,45,,0.0,,6,,0.0,0.0,0.0,,0.0,,8,-0.0079,0.0359,,57,-0.0586,0.2556,,,,0.1525,,,,,early,,,,,A,,,,15,-0.0304,0.0673,223,34,-0.0201,0.1525,low_tide_near,low_tide_near,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,46,,0.0,,2,,0.1946,0.0,0.0,,0.0,,43,0.0249,0.1946,,130,-0.0063,0.5882,,,,0.0,,,,,early,,,,,A,,,,47,-0.0146,0.2127,221,40,-0.0166,0.181,low_tide_near,low_tide_near,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,47,,0.181,,3,,0.0,0.181,0.0,,0.0,,40,0.0314,0.181,,128,0.0538,0.5792,,,,0.0,,,,,early,,,,,A,,,,53,0.0484,0.2398,221,35,-0.026,0.1584,low_tide_near,low_tide_near,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,48,,0.0,,1,,0.0,0.0,0.0,,0.3674,,79,-0.0851,0.3674,,143,-0.0963,0.6651,,,,0.0,,,,,early,,,,,A,,,,37,-0.021,0.1721,215,27,0.0098,0.1256,low_tide_near,low_tide_near,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,49,,0.1297,,4,,0.0,0.0,0.1297,,0.0,,24,0.0028,0.1297,,96,0.0322,0.5189,,,,0.0,,,,,middle,,,,,A,,,,34,0.0043,0.1838,185,38,0.0251,0.2054,falling_normal,falling_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,50,,0.153,,4,,0.0,0.0,0.153,,0.0,,28,0.0261,0.153,,87,-0.0113,0.4754,,,,0.0,,,,,middle,,,,,A,,,,33,0.0008,0.1803,183,26,-0.0382,0.1421,falling_normal,falling_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,51,,0.0,,5,,0.0,0.0,0.0,,0.0,,15,0.0062,0.082,,70,0.0124,0.3825,,,,0.1749,,,,,middle,,,,,A,,,,23,-0.0027,0.1257,183,32,0.009,0.1749,falling_normal,falling_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,52,,0.0,,6,,0.0,0.0,0.0,,0.0,,11,0.0163,0.0601,,53,-0.0246,0.2896,,,,0.1311,,,,,middle,,,,,A,,,,18,0.0007,0.0984,183,24,-0.0415,0.1311,falling_normal,falling_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,53,,0.0,,2,,0.1429,0.0,0.0,,0.0,,26,-0.0268,0.1429,,112,0.0209,0.6154,,,,0.0,,,,,middle,,,,,A,,,,40,-0.0075,0.2198,182,46,0.0551,0.2527,falling_normal,falling_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,54,,0.0,,1,,0.0,0.0,0.0,,0.4586,,83,0.0061,0.4586,,134,-0.0211,0.7403,,,,0.0,,,,,middle,,,,,A,,,,29,-0.0329,0.1602,181,22,0.0057,0.1215,falling_normal,falling_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,55,,0.1381,,3,,0.0,0.1381,0.0,,0.0,,25,-0.0115,0.1381,,87,-0.0447,0.4807,,,,0.0,,,,,middle,,,,,A,,,,36,0.0075,0.1989,181,26,-0.0408,0.1436,falling_normal,falling_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,56,,0.1381,,3,,0.0,0.1381,0.0,,0.0,,25,-0.0115,0.1381,,103,0.0437,0.5691,,,,0.0,,,,,middle,,,,,A,,,,46,0.0627,0.2541,181,32,-0.0076,0.1768,falling_normal,falling_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,57,,0.0,,2,,0.1667,0.0,0.0,,0.0,,30,-0.003,0.1667,,115,0.0444,0.6389,,,,0.0,,,,,middle,,,,,A,,,,41,0.0005,0.2278,180,44,0.0468,0.2444,falling_normal,falling_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,58,,0.0,,6,,0.0,0.0,0.0,,0.0,,9,0.0062,0.05,,62,0.0302,0.3444,,,,0.1944,,,,,middle,,,,,A,,,,18,0.0023,0.1,180,35,0.0218,0.1944,falling_normal,falling_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,59,,0.0,,1,,0.0,0.0,0.0,,0.4444,,80,-0.0081,0.4444,,130,-0.0392,0.7222,,,,0.0,,,,,middle,,,,,A,,,,25,-0.0542,0.1389,180,25,0.0231,0.1389,falling_normal,falling_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,60,,0.0,,5,,0.0,0.0,0.0,,0.0,,15,0.008,0.0838,,63,-0.0181,0.352,,,,0.1117,,,,,middle,,,,,A,,,,28,0.028,0.1564,179,20,-0.0542,0.1117,falling_normal,falling_tide_late,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,61,,0.0,,6,,0.0,0.0,0.0,,0.0,,8,0.0017,0.0455,,57,0.0097,0.3239,,,,0.1648,,,,,middle,,,,,A,,,,20,0.0159,0.1136,176,29,-0.0078,0.1648,low_tide_near,low_tide_near,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,62,,0.0,,2,,0.1371,0.0,0.0,,0.0,,24,-0.0326,0.1371,,101,-0.0174,0.5771,,,,0.0,,,,,middle,,,,,A,,,,30,-0.0559,0.1714,175,47,0.071,0.2686,low_tide_near,low_tide_near,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,63,,0.1371,,3,,0.0,0.1371,0.0,,0.0,,24,-0.0125,0.1371,,89,-0.0168,0.5086,,,,0.0,,,,,middle,,,,,A,,,,27,-0.0371,0.1543,175,38,0.0327,0.2171,low_tide_near,low_tide_near,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,64,,0.0,,5,,0.0,0.0,0.0,,0.0,,11,-0.0129,0.0629,,59,-0.033,0.3371,,,,0.12,,,,,middle,,,,,A,,,,27,0.0259,0.1543,175,21,-0.0459,0.12,low_tide_near,low_tide_near,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,65,,0.1609,,4,,0.0,0.0,0.1609,,0.0,,28,0.034,0.1609,,91,0.0363,0.523,,,,0.0,,,,,middle,,,,,A,,,,37,0.0331,0.2126,174,26,-0.0309,0.1494,low_tide_near,low_tide_near,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,66,,0.0,,1,,0.0,0.0,0.0,,0.4682,,81,0.0157,0.4682,,131,-0.0042,0.7572,,,,0.0,,,,,middle,,,,,A,,,,35,0.0092,0.2023,173,15,-0.0291,0.0867,low_tide_near,low_tide_near,strong,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,67,,0.0,,6,,0.0,0.0,0.0,,0.0,,3,-0.0239,0.0199,,39,-0.0559,0.2583,,,,0.1523,,,,,late,,,,,A,,,,13,-0.0116,0.0861,151,23,-0.0203,0.1523,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,68,,0.0,,5,,0.0,0.0,0.0,,0.0,,15,0.0235,0.0993,,58,0.014,0.3841,,,,0.1391,,,,,early,,,,,A,,,,22,0.0173,0.1457,151,21,-0.0268,0.1391,rising_normal,rising_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,69,,0.0,,1,,0.0,0.0,0.0,,0.5705,,85,0.118,0.5705,,130,0.1111,0.8725,,,,0.0,,,,,late,,,,,A,,,,31,0.015,0.2081,149,14,-0.0218,0.094,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,70,,0.0,,2,,0.1812,0.0,0.0,,0.0,,27,0.0115,0.1812,,97,0.0565,0.651,,,,0.0,,,,,late,,,,,A,,,,39,0.0344,0.2617,149,31,0.0105,0.2081,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,71,,0.0,,5,,0.0,0.0,0.0,,0.0,,17,0.0383,0.1141,,55,-0.001,0.3691,,,,0.1208,,,,,late,,,,,A,,,,20,0.0058,0.1342,149,18,-0.0451,0.1208,rising_normal,rising_tide_early,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,72,,0.0,,1,,0.0,0.0,0.0,,0.3557,,53,-0.0968,0.3557,,108,-0.0366,0.7248,,,,0.0,,,,,early,,,,,A,,,,36,0.0485,0.2416,149,19,0.0117,0.1275,rising_normal,rising_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
surface_development,heiwajima_tide_condition_db_v1.2.csv,73,,0.0,,6,,0.0,0.0,0.0,,0.0,,6,-0.0035,0.0403,,53,0.0415,0.3557,,,,0.1879,,,,,early,,,,,A,,,,19,0.0298,0.1275,149,28,0.0153,0.1879,rising_normal,rising_tide_middle,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,
